identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/InvoicingEntity,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/availability,product/datatransferout,product/description,product/durability,product/feeCode,product/feeDescription,product/fromLocation,product/fromLocationType,product/fromRegionCode,product/group,product/groupDescription,product/jobType,product/location,product/locationType,product/logsDestination,product/maxThroughputvolume,product/operation,product/platoclassificationtype,product/productFamily,product/region,product/regionCode,product/servicecode,product/servicename,product/sku,product/storage,product/storageClass,product/storageMedia,product/toLocation,product/toLocationType,product/toRegionCode,product/transferType,product/usagetype,product/version,product/volumeType,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod,resourceTags/user:awsApplication
hcueyhps7rl3wzrbvqtxwlj4slfwsvp34yucgvkwjqsirz56ixpq,2026-05-06T18:00:00Z/2026-05-06T19:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T18:00:00Z,2026-05-06T19:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Circles,0.0000000010,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000003,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
hkkdcjqt2pomotxk7ronh4j66vcqg22lv6k7m5h6pdt5g3vcyppa,2026-05-06T18:00:00Z/2026-05-06T19:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T18:00:00Z,2026-05-06T19:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Comments,0.0000000008,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000002,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
wp5psai5lhmj3uqwwx56yl54czbzkoe6cdyreygovg5unhbl45hq,2026-05-06T18:00:00Z/2026-05-06T19:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T18:00:00Z,2026-05-06T19:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Follows,0.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000000,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
bflgsiy6ir6j6becsmoyvaeoap7cqidw3gleo54wcxxkjzde22aq,2026-05-06T18:00:00Z/2026-05-06T19:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T18:00:00Z,2026-05-06T19:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Memberships,0.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000000,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
zlio54kz2c5664alz6khua3kjfj52powl3xufl5uuuubrw5glova,2026-05-06T18:00:00Z/2026-05-06T19:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T18:00:00Z,2026-05-06T19:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Posts,0.0000000138,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000039,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
ifo2zjqnosxvc6lucypiseed6wzc3p6l63pexsy3pzcym3saq7qa,2026-05-06T18:00:00Z/2026-05-06T19:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T18:00:00Z,2026-05-06T19:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Reactions,0.0000000006,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000002,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
qijla7snywgncmc4qbuj4nkzuonqzcpbaqw6shemvet76fsofsyq,2026-05-06T18:00:00Z/2026-05-06T19:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T18:00:00Z,2026-05-06T19:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Users,0.0000000025,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000007,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
q7p6kcwki56tondwwixxo52y7b46m46dibbyv56k7lj3bhqh26aq,2026-05-06T19:00:00Z/2026-05-06T20:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T19:00:00Z,2026-05-06T20:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/CircleMembers,0.0000000082,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000023,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
hcueyhps7rl3wzrbvqtxwlj4slfwsvp34yucgvkwjqsirz56ixpq,2026-05-06T19:00:00Z/2026-05-06T20:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T19:00:00Z,2026-05-06T20:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Circles,0.0000000010,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000003,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
hkkdcjqt2pomotxk7ronh4j66vcqg22lv6k7m5h6pdt5g3vcyppa,2026-05-06T19:00:00Z/2026-05-06T20:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T19:00:00Z,2026-05-06T20:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Comments,0.0000000008,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000002,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
wp5psai5lhmj3uqwwx56yl54czbzkoe6cdyreygovg5unhbl45hq,2026-05-06T19:00:00Z/2026-05-06T20:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T19:00:00Z,2026-05-06T20:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Follows,0.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000000,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
bflgsiy6ir6j6becsmoyvaeoap7cqidw3gleo54wcxxkjzde22aq,2026-05-06T19:00:00Z/2026-05-06T20:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T19:00:00Z,2026-05-06T20:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Memberships,0.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000000,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
zlio54kz2c5664alz6khua3kjfj52powl3xufl5uuuubrw5glova,2026-05-06T19:00:00Z/2026-05-06T20:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T19:00:00Z,2026-05-06T20:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Posts,0.0000000138,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000039,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
ifo2zjqnosxvc6lucypiseed6wzc3p6l63pexsy3pzcym3saq7qa,2026-05-06T19:00:00Z/2026-05-06T20:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T19:00:00Z,2026-05-06T20:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Reactions,0.0000000006,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000002,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
qijla7snywgncmc4qbuj4nkzuonqzcpbaqw6shemvet76fsofsyq,2026-05-06T19:00:00Z/2026-05-06T20:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T19:00:00Z,2026-05-06T20:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Users,0.0000000025,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000007,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
q7p6kcwki56tondwwixxo52y7b46m46dibbyv56k7lj3bhqh26aq,2026-05-06T20:00:00Z/2026-05-06T21:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T20:00:00Z,2026-05-06T21:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/CircleMembers,0.0000000082,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000023,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
hcueyhps7rl3wzrbvqtxwlj4slfwsvp34yucgvkwjqsirz56ixpq,2026-05-06T20:00:00Z/2026-05-06T21:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T20:00:00Z,2026-05-06T21:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Circles,0.0000000010,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000003,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
hkkdcjqt2pomotxk7ronh4j66vcqg22lv6k7m5h6pdt5g3vcyppa,2026-05-06T20:00:00Z/2026-05-06T21:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T20:00:00Z,2026-05-06T21:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Comments,0.0000000008,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000002,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
wp5psai5lhmj3uqwwx56yl54czbzkoe6cdyreygovg5unhbl45hq,2026-05-06T20:00:00Z/2026-05-06T21:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T20:00:00Z,2026-05-06T21:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Follows,0.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000000,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
bflgsiy6ir6j6becsmoyvaeoap7cqidw3gleo54wcxxkjzde22aq,2026-05-06T20:00:00Z/2026-05-06T21:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T20:00:00Z,2026-05-06T21:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Memberships,0.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000000,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
zlio54kz2c5664alz6khua3kjfj52powl3xufl5uuuubrw5glova,2026-05-06T20:00:00Z/2026-05-06T21:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T20:00:00Z,2026-05-06T21:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Posts,0.0000000138,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000039,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
ifo2zjqnosxvc6lucypiseed6wzc3p6l63pexsy3pzcym3saq7qa,2026-05-06T20:00:00Z/2026-05-06T21:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Usage,2026-05-06T20:00:00Z,2026-05-06T21:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,StandardStorage,ap-south-1,arn:aws:dynamodb:ap-south-1:763165854974:table/Reactions,0.0000000006,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-Month of storage for first 25 free GB-Months,,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,,,Database Storage,ap-south-1,ap-south-1,AmazonDynamoDB,Amazon DynamoDB,8Q6HK3ASV67MN388,,,,,,,,APS3-TimedStorage-ByteHrs,,Amazon DynamoDB - Indexed DataStore,8Q6HK3ASV67MN388.JRTCKXETXF.G2A93NZ7DT,211789503930,USD,0.0000000002,0.2850000000,OnDemand,GB-Mo,,,,,,,,,,22988732544,,,,,,,,,,,,,,,,
